,frame,timestamp,rssi,frame_control,source_mac,core,seq_num,channel_spec,spatial_stream,chip,rssi_ma
96,96,1750558974120360,-47,128,3C:6A:D2:84:AD:40,0,20432,2ae0,0,43455c0,-47.0
97,97,1750558974222761,-47,128,3C:6A:D2:84:AD:40,0,20448,2ae0,0,43455c0,-47.0
98,98,1750558974325256,-47,128,3C:6A:D2:84:AD:40,0,20464,2ae0,0,43455c0,-47.0
99,99,1750558974426636,-47,128,3C:6A:D2:84:AD:40,0,20480,2ae0,0,43455c0,-47.0
100,100,1750558974528863,-47,128,3C:6A:D2:84:AD:40,0,20496,2ae0,0,43455c0,-47.0
101,101,1750558974632362,-47,128,3C:6A:D2:84:AD:40,0,20512,2ae0,0,43455c0,-47.0
102,102,1750558974734762,-47,128,3C:6A:D2:84:AD:40,0,20528,2ae0,0,43455c0,-47.0
103,103,1750558974837159,-47,128,3C:6A:D2:84:AD:40,0,20544,2ae0,0,43455c0,-47.0
104,104,1750558974939494,-47,128,3C:6A:D2:84:AD:40,0,20560,2ae0,0,43455c0,-47.0
105,105,1750558975041953,-47,128,3C:6A:D2:84:AD:40,0,20576,2ae0,0,43455c0,-47.0
106,106,1750558975144382,-47,128,3C:6A:D2:84:AD:40,0,20592,2ae0,0,43455c0,-47.0
107,107,1750558975246760,-47,128,3C:6A:D2:84:AD:40,0,20608,2ae0,0,43455c0,-47.0
108,108,1750558975349197,-47,128,3C:6A:D2:84:AD:40,0,20624,2ae0,0,43455c0,-47.0
109,109,1750558975451540,-47,128,3C:6A:D2:84:AD:40,0,20640,2ae0,0,43455c0,-47.0
110,110,1750558975549953,-47,8,3C:6A:D2:84:AD:40,0,49136,2ae0,0,43455c0,-47.0
111,111,1750558975553924,-47,128,3C:6A:D2:84:AD:40,0,20656,2ae0,0,43455c0,-47.0
112,112,1750558975656399,-47,128,3C:6A:D2:84:AD:40,0,20672,2ae0,0,43455c0,-47.0
