,frame,timestamp,rssi,frame_control,source_mac,core,seq_num,channel_spec,spatial_stream,chip,rssi_ma
141,141,1750559160689965,-54,8,3C:6A:D2:84:AD:40,0,59136,2ae0,0,43455c0,-53.333333333333336
142,142,1750559160691988,-53,8,3C:6A:D2:84:AD:40,0,59152,2ae0,0,43455c0,-53.666666666666664
143,143,1750559160694862,-53,128,3C:6A:D2:84:AD:40,0,50064,2ae0,0,43455c0,-53.333333333333336
144,144,1750559160797339,-51,128,3C:6A:D2:84:AD:40,0,50080,2ae0,0,43455c0,-52.333333333333336
145,145,1750559160899744,-52,128,3C:6A:D2:84:AD:40,0,50096,2ae0,0,43455c0,-52.0
146,146,1750559160960376,-55,8,3C:6A:D2:84:AD:40,0,59168,2ae0,0,43455c0,-52.666666666666664
147,147,1750559161002300,-56,128,3C:6A:D2:84:AD:40,0,50112,2ae0,0,43455c0,-54.333333333333336
148,148,1750559161104596,-54,128,3C:6A:D2:84:AD:40,0,50128,2ae0,0,43455c0,-55.0
149,149,1750559161206892,-51,128,3C:6A:D2:84:AD:40,0,50144,2ae0,0,43455c0,-53.666666666666664
150,150,1750559161209604,-51,8,3C:6A:D2:84:AD:40,0,59184,2ae0,0,43455c0,-52.0
151,151,1750559161309402,-50,128,3C:6A:D2:84:AD:40,0,50160,2ae0,0,43455c0,-50.666666666666664
152,152,1750559161412671,-52,128,3C:6A:D2:84:AD:40,0,50176,2ae0,0,43455c0,-51.0
153,153,1750559161476719,-52,8,3C:6A:D2:84:AD:40,0,59200,2ae0,0,43455c0,-51.333333333333336
154,154,1750559161478767,-52,8,3C:6A:D2:84:AD:40,0,59216,2ae0,0,43455c0,-52.0
155,155,1750559161481833,-52,8,3C:6A:D2:84:AD:40,0,59232,2ae0,0,43455c0,-52.0
156,156,1750559161483411,-52,8,3C:6A:D2:84:AD:40,0,59248,2ae0,0,43455c0,-52.0
157,157,1750559161512915,-52,128,3C:6A:D2:84:AD:40,0,50192,2ae0,0,43455c0,-52.0
158,158,1750559161570832,-53,8,3C:6A:D2:84:AD:40,0,59264,2ae0,0,43455c0,-52.333333333333336
159,159,1750559161572387,-53,8,3C:6A:D2:84:AD:40,0,59280,2ae0,0,43455c0,-52.666666666666664
160,160,1750559161616502,-51,128,3C:6A:D2:84:AD:40,0,50208,2ae0,0,43455c0,-52.333333333333336
161,161,1750559161718560,-54,128,3C:6A:D2:84:AD:40,0,50224,2ae0,0,43455c0,-52.666666666666664
162,162,1750559161821389,-55,128,3C:6A:D2:84:AD:40,0,50240,2ae0,0,43455c0,-53.333333333333336
163,163,1750559161923725,-52,128,3C:6A:D2:84:AD:40,0,50256,2ae0,0,43455c0,-53.666666666666664
164,164,1750559162026294,-53,128,3C:6A:D2:84:AD:40,0,50272,2ae0,0,43455c0,-53.333333333333336
165,165,1750559162128514,-51,128,3C:6A:D2:84:AD:40,0,50288,2ae0,0,43455c0,-52.0
166,166,1750559162230977,-49,128,3C:6A:D2:84:AD:40,0,50304,2ae0,0,43455c0,-51.0
167,167,1750559162332226,-50,128,3C:6A:D2:84:AD:40,0,50320,2ae0,0,43455c0,-50.0
168,168,1750559162435770,-51,128,3C:6A:D2:84:AD:40,0,50336,2ae0,0,43455c0,-50.0
169,169,1750559162538295,-52,128,3C:6A:D2:84:AD:40,0,50352,2ae0,0,43455c0,-51.0
170,170,1750559162640542,-55,128,3C:6A:D2:84:AD:40,0,50368,2ae0,0,43455c0,-52.666666666666664
171,171,1750559162742327,-53,128,3C:6A:D2:84:AD:40,0,50384,2ae0,0,43455c0,-53.333333333333336
172,172,1750559162845395,-51,128,3C:6A:D2:84:AD:40,0,50400,2ae0,0,43455c0,-53.0
173,173,1750559162947784,-50,128,3C:6A:D2:84:AD:40,0,50416,2ae0,0,43455c0,-51.333333333333336
174,174,1750559163049082,-50,128,3C:6A:D2:84:AD:40,0,50432,2ae0,0,43455c0,-50.333333333333336
175,175,1750559163152562,-54,128,3C:6A:D2:84:AD:40,0,50448,2ae0,0,43455c0,-51.333333333333336
176,176,1750559163254965,-51,128,3C:6A:D2:84:AD:40,0,50464,2ae0,0,43455c0,-51.666666666666664
177,177,1750559163357363,-53,128,3C:6A:D2:84:AD:40,0,50480,2ae0,0,43455c0,-52.666666666666664
178,178,1750559163458717,-52,128,3C:6A:D2:84:AD:40,0,50496,2ae0,0,43455c0,-52.0
179,179,1750559163562189,-50,128,3C:6A:D2:84:AD:40,0,50512,2ae0,0,43455c0,-51.666666666666664
180,180,1750559163664554,-50,128,3C:6A:D2:84:AD:40,0,50528,2ae0,0,43455c0,-50.666666666666664
181,181,1750559163766954,-53,128,3C:6A:D2:84:AD:40,0,50544,2ae0,0,43455c0,-51.0
182,182,1750559163869393,-54,128,3C:6A:D2:84:AD:40,0,50560,2ae0,0,43455c0,-52.333333333333336
183,183,1750559163970773,-49,128,3C:6A:D2:84:AD:40,0,50576,2ae0,0,43455c0,-52.0
184,184,1750559164074207,-48,128,3C:6A:D2:84:AD:40,0,50592,2ae0,0,43455c0,-50.333333333333336
185,185,1750559164176518,-50,128,3C:6A:D2:84:AD:40,0,50608,2ae0,0,43455c0,-49.0
186,186,1750559164278977,-48,128,3C:6A:D2:84:AD:40,0,50624,2ae0,0,43455c0,-48.666666666666664
187,187,1750559164380385,-49,128,3C:6A:D2:84:AD:40,0,50640,2ae0,0,43455c0,-49.0
188,188,1750559164483772,-48,128,3C:6A:D2:84:AD:40,0,50656,2ae0,0,43455c0,-48.333333333333336
189,189,1750559164586191,-53,128,3C:6A:D2:84:AD:40,0,50672,2ae0,0,43455c0,-50.0
190,190,1750559164595806,-54,8,3C:6A:D2:84:AD:40,0,59296,2ae0,0,43455c0,-51.666666666666664
191,191,1750559164688566,-52,128,3C:6A:D2:84:AD:40,0,50688,2ae0,0,43455c0,-53.0
192,192,1750559164790950,-44,128,3C:6A:D2:84:AD:40,0,50704,2ae0,0,43455c0,-50.0
193,193,1750559164892788,-49,128,3C:6A:D2:84:AD:40,0,50720,2ae0,0,43455c0,-48.333333333333336
194,194,1750559164995755,-49,128,3C:6A:D2:84:AD:40,0,50736,2ae0,0,43455c0,-47.333333333333336
195,195,1750559165097154,-52,128,3C:6A:D2:84:AD:40,0,50752,2ae0,0,43455c0,-50.0
196,196,1750559165200552,-50,128,3C:6A:D2:84:AD:40,0,50768,2ae0,0,43455c0,-50.333333333333336
197,197,1750559165301930,-49,128,3C:6A:D2:84:AD:40,0,50784,2ae0,0,43455c0,-50.333333333333336
