average_doppler_shift
-8.821843444866912876e+01
1.952870445514445308e+01
2.651712150028125325e+00
-9.484919407617406151e+00
9.858817249727668264e-01
-5.725043697302286461e+00
-6.821060374320558672e+00
1.583541298216569082e+01
1.551315135246701082e+01
3.648225286404750189e+00
6.091787768253828617e+00
3.731406870726880154e+00
2.502192562007265586e+00
-3.580068530618799816e+00
-3.736256565569687993e+00
-2.379429510089634991e+00
-3.740876336709203276e+00
1.522909193106968040e+01
2.295172560554832231e+01
1.761185960707762987e+01
2.573070431624742582e+01
6.780842040493425316e+00
-1.496098131711055679e+01
-1.928848337751937336e+01
-1.436249173604715779e+01
-9.924286000383819584e+00
-1.245121155346227582e+01
-9.507588763836798407e+00
4.064793666154038476e+00
1.830471466873985875e+01
1.066696628432929472e+01
8.051408705377144370e-01
7.542546636983035180e-01
2.437154295720798558e+00
4.075338586087966064e+00
-1.220035768408032961e+00
1.806146437214926515e+00
2.217692544457600778e+00
-6.918495066930519855e+00
1.397895836474817521e+01
6.466563177278616514e+00
-4.751825616647416872e+00
-2.545179576982812830e-01
-5.526743791398879502e+00
2.960074673870871087e-01
-2.362653417329431793e+00
3.670386016449383337e+00
-4.511834661026986382e+00
-4.925133928205819522e+00
1.488101240487150756e+00
-7.097388839824552598e+00
-1.483785185717991872e+01
-6.541310613533088514e+00
3.684337041347878650e+00
1.146678578149450800e+01
-2.408906200062868930e+00
-1.248853467170158327e+00
9.858900621757625160e+00
2.346553238567406385e+00
4.755886385905170322e+00
-1.057680516069922527e+00
-3.228434652651222425e+00
-8.393550195193483221e-01
6.578975871407870990e+00
7.650683179175708837e+00
6.422667742580392414e-01
-2.610297146485421216e+00
2.713991392141143488e-01
-7.603102767166015852e+00
-6.621724792697658124e+00
-4.865847763871050446e+00
3.477006449298318813e+00
1.188804927997574268e+01
-9.930778249211272168e+00
-1.362066151363901589e+01
-6.632853328327170672e+00
-1.241657024227078665e+01
-6.483624492611880896e+00
-6.471192387001721613e+00
-1.894329150457273059e+01
-8.681001391149015589e+00
7.384154998332761899e+00
2.270412207306554908e+00
-2.173963398438929051e+00
6.766391542474281984e+00
9.757862122295707152e+00
1.049419240072993453e+01
4.636019021413372521e+00
-4.016592191672937240e+00
-4.622938163880738749e+00
1.058208358578837505e+01
1.137719700357359187e+01
-5.372403315372603849e+00
-1.211312563377651053e+01
5.576135019228386724e+00
1.326568701322554666e+01
-2.131032387172225206e+00
-3.257124689936949924e+00
6.764846682094266539e-01
8.717396952350968675e+00
1.802869457551669186e+01
1.191205844354621135e+01
-1.165677369846870759e+00
-3.323086294083403391e+00
-1.548388355382564807e+00
1.245656145311014917e+01
6.890976798296796879e+00
-6.681383549087419604e-01
-7.477843316964868592e+00
-2.000874467242375943e+01
-1.695325951640198170e+01
-5.500903609553001949e+00
5.183221697022405650e+00
4.350967834430157666e+00
5.106201262857352319e+00
-5.562923175032350454e-01
-1.864083041244366967e+00
2.637173835767426588e+00
-8.711667566500490290e-02
2.346780617587667539e+00
-1.396452068181874395e+00
-4.858721824821278901e+00
-6.953551307758114142e+00
-6.666120558636343674e+00
-5.224410088523159246e-01
1.164652654189040959e+00
3.644783746459486773e-01
-2.094990901680148898e+00
-7.729292500565280999e-02
6.211669583281197227e+00
-1.698108961637766035e+00
-6.422483474612755927e+00
7.279670352031495817e+00
2.014073808254345721e+01
6.147133508473554997e+00
-1.111672320206166020e+01
9.642214920066426165e-02
-5.338844950440786441e+00
-8.291674929688861440e+00
-1.721674398856371635e+00
-8.320518972813843561e+00
1.865737633909755555e+00
5.662584508291012675e+00
-2.118253197089166484e+00
-1.309378511090434571e+00
-2.512065200449396518e-01
8.961235978188806239e-01
-1.540648228528323616e+00
4.450546940272172236e+00
5.345252032876008919e+00
-2.388147736868499127e+00
4.289685627929097578e+00
-1.067586346011868592e+01
-2.154141132771559342e+01
-1.730803021919648188e+00
3.231181947537235644e+00
3.636730344305806994e+00
1.547796148897920609e+00
-3.345227499527669401e+00
-3.439121166118838668e-01
-7.232829453589891600e+00
-1.559929262940124595e+01
-4.600185088278955226e-01
3.646309060516749412e+00
-3.295552997352600766e+00
1.527179197523812881e+01
1.187001872063784624e+01
-2.618804858947445080e+00
3.967032039259850595e+00
-1.923520018947822707e-01
-2.976771473181926364e+00
5.722908222578093618e-01
-4.679785359080498530e+00
-4.752338820540479958e+00
4.033259251153457625e-01
4.880068288935582643e+00
4.785272271251026943e+00
1.229577601782437579e+00
4.096054390653518951e+00
-2.449115383525403367e+00
-3.696632428879945476e+00
1.444983708264526934e+00
5.852031704860546135e+00
-7.237771314583739901e+00
-1.669940395202637617e+01
-2.154905056238601624e+00
-1.147025245611276034e+01
-1.514730706582050601e+01
-1.519169921400275625e+00
5.045593880399859010e-01
2.046826572603865468e+00
-1.247639385173127113e+00
-1.022861746369544100e+01
-8.060780388256969076e+00
2.300591395689403629e-01
-1.558820467549493216e+00
5.501155379155419745e+00
-2.805306741815552396e+00
-9.224619833610205433e+00
-3.437115848987652100e+00
-3.033598633794415633e+00
1.438395505261365281e+00
-8.270648333188764800e-01
-2.659847149649202880e+00
2.865933443397573832e+00
1.265151259151672924e+01
5.777014387192584977e+00
-4.100666037975755351e+00
-4.975780535534393145e+00
4.652743597514936269e+00
2.914853133232065741e+00
-1.067503627482181017e+01
-8.918772391758642115e+00
-3.969670778763354502e+00
-4.570393933893971194e+00
1.483690267530747064e+00
-6.006359555644635861e+00
4.336905331525379714e-01
2.179519718176551279e+01
-1.446884233631963834e+00
-1.656877824142777555e+01
-2.224253018905284929e+00
2.763516702175035533e+00
2.665126278166953355e+00
-1.721380605479133186e+00
-1.165422012987712108e+01
-1.379531111281519706e+01
-9.536970390753966242e+00
-1.581637875843181273e+00
2.899042319957626734e+00
6.382402233662369806e-01
7.254100022296936512e-01
-2.036444126730940496e-01
-6.720054232704234742e+00
-1.712325033182775869e+01
4.221750940602079782e-01
1.080263040871419555e+01
7.112533698206509492e+00
5.256370177899131413e+00
-2.884121770327957357e+00
-1.013173586400309301e+00
-6.295585797621622293e-01
-3.134973863904563451e+00
-1.962273304572047961e+00
-8.137287247213720320e+00
-1.350661795911767094e+01
-4.807952463991409964e+00
-1.921358619087403463e+00
1.718872826666608233e+01
1.054116415192316936e+01
8.450929263528964563e-01
1.002556325641008073e+01
1.328042109666807491e+01
7.722262485356488071e+00
-2.417610222520139907e+00
1.037308942125388267e+00
1.685032436782534004e+00
9.691304135231126438e+00
4.680778714247510131e+00
-6.483062840566319096e+00
3.795951085747887976e+00
1.609841369278992573e+01
-9.130426268805972967e+00
-1.479337655481794833e+01
2.958020666734755721e+00
1.816236346492417386e+00
1.050882834652874109e+01
1.684769018784960082e+01
-6.491433184087890496e+00
2.700262609077679343e+00
1.504210813020905135e+01
6.112847687418541121e-01
5.992787618129942651e+00
-7.868161039675664048e-01
-2.097653109345840150e+00
5.378361384030005077e+00
-5.570270363204667063e+00
-8.999286004024597219e+00
-1.006072353467853064e+00
6.549942977309962444e+00
-3.277815855312553150e+00
