average_doppler_shift
1.836559637972688108e+01
1.317015706935364605e+01
-1.812206568951687302e+01
-1.745972490336571425e+00
9.840842705884712771e+00
2.079520556602139791e+01
1.381693796631671489e+01
1.755275479163396568e+01
1.179362215026577765e+01
1.475431209521410558e+01
4.193477154197804424e+01
2.432341997769103870e+01
-3.848934554170046596e+01
1.791619784868171550e+01
5.607020518986146129e+01
1.861493090088634261e+01
5.895680684472162092e+00
1.484922976726726418e+01
3.446960234291849901e+01
2.894225424034359051e+01
1.441967214137031661e+01
1.858571844019381558e+01
1.047055384795162780e+01
1.480051759070323847e+01
3.149080476654024210e+02
1.059014949870437050e+01
1.842193280727687110e+01
2.301453102864319433e+01
1.412660962073965720e+01
2.038565913503460436e+01
9.503689834669209802e+00
1.085769084217543679e+01
2.153826787513401086e+01
2.098366059340590084e+01
2.455999354435268600e+01
1.992479585469259007e+01
-1.255571605468842193e+02
8.803968184484778803e+00
2.059848371389868404e+01
4.242839215880030324e+00
1.504099792910353628e+01
5.328703901375027030e+00
1.741824194628264166e+01
2.270745059769794238e+01
2.072446927084201107e+01
1.222768327175347913e+01
2.181574143316546355e+01
3.644502271328541099e+01
1.385134513077323604e+01
1.842834557172420062e+01
1.599989085242715880e+01
1.085681233350137909e+01
8.866645034149780003e+00
2.094591649101427322e+01
1.177372970865919832e+01
1.799777346695149305e+01
4.296657452717092873e+00
1.157909597045891559e+01
1.963508944151832480e+01
1.625598659664151313e+01
1.830750876285533479e+01
5.946951029788412058e+00
2.148252366664542379e+01
2.489351499581145433e+01
1.509165696009862145e+01
2.272307618020663966e+01
1.998925418174695423e+01
1.386311495396533466e+01
1.443882182928012625e+01
2.016247646202785759e+01
1.602797206105035954e+01
1.965016134429056649e+01
2.041487744520419767e+01
2.031033961670338428e+01
1.612936949917463281e+01
1.352807508941772063e+01
1.477421360109267034e+01
1.182112680506517322e+01
2.137043291151211832e+01
1.340197721012639676e+01
1.832276319137142906e+01
7.118362233023982633e+00
1.224469573419751711e+01
2.436501991490038677e+01
2.235133958096999507e+01
1.521260087183682330e+01
1.736230054680202173e+01
1.898393636498765957e+01
