average_doppler_shift
7.677343523965220129e+01
1.185496607344478548e+01
7.400313630730019021e+00
8.000226139965803895e+00
1.008071182009597067e+01
9.018395743553796251e+00
8.328356547433497070e+00
8.770066888462775267e+00
8.999188146540392452e+00
8.398629651366340099e+00
6.615599051232543992e+00
6.320733148868062479e+00
7.252218437398927797e+00
6.660208108464711785e+00
7.959956617578489713e+00
1.028280319862858327e+01
8.639324809939536109e+00
9.148253368097989835e+00
1.002443864223291570e+01
7.686877337322452597e+00
7.118019865002189306e+00
9.251240822386575857e+00
1.063615491095088039e+01
9.247422556465902943e+00
9.146770467561925244e+00
9.720787075238582986e+00
9.353374238034998456e+00
9.039270542267296094e+00
9.552026333508241152e+00
1.067421211866621356e+01
7.970023687618874142e+00
1.198805727161820300e+01
8.617143321371729670e+00
8.300301783049485849e+00
9.257239120312192426e+00
5.935909815047397231e+00
1.052799900265988597e+01
1.296117336338652848e+01
7.622007570317410163e+00
9.666184817177729371e+00
9.805064061877031278e+00
1.011925410278657189e+01
8.679768977549718656e+00
1.131582471682898117e+01
8.193253513212816586e+00
8.219878223641552850e+00
5.730919851951014721e+00
1.074967019601236373e+01
9.882300395500376311e+00
8.502235244232497990e+00
8.558645422709751927e+00
9.636691309989240395e+00
8.738107434319738687e+00
1.232493688644585106e+01
1.107012947149982196e+01
8.034712213835076611e+00
8.111561981519498588e+00
1.037825175899017616e+01
7.995262840924542758e+00
1.034225634472236699e+01
9.740709583099683044e+00
9.627310497852716864e+00
9.245088923310028406e+00
9.305755844451752523e+00
9.215599084702947863e+00
9.515699923687634509e+00
7.874054311054150546e+00
8.841136145866434148e+00
8.666700109362135862e+00
8.955358567926076319e+00
9.502362836244740762e+00
8.103088805147573126e+00
9.877865876153178348e+00
9.820984630272072025e+00
7.138856732792858928e+00
4.401954115809638246e+00
7.716329281236521176e+00
8.696049597771652984e+00
9.428044347161684158e+00
9.370413707906347867e+00
8.699357693376386536e+00
1.001034226872803679e+01
1.202467520519835986e+01
7.026836611562305990e+00
7.777498820754057185e+00
6.880930525806964404e+00
9.188780536779733055e+00
8.260161078561031545e+00
9.114827101629121131e+00
1.121189500816503148e+01
8.579762660506654370e+00
9.528205828441054237e+00
9.602028425276872170e+00
1.065126193440722702e+01
1.165306660950041895e+01
8.595830436219911164e+00
8.737393718703035717e+00
8.521687112602705838e+00
1.147954070429380558e+01
8.663042867685550874e+00
7.296294724032612145e+00
1.007792635954660909e+01
8.051943092014932191e+00
8.212473156626792559e+00
8.829534983227697253e+00
8.634015215135715238e+00
1.066005035590202965e+01
8.610322782903057970e+00
1.007542615063250757e+01
9.073837739974715433e+00
8.325869652929183573e+00
9.808405260618883403e+00
8.139847152102166916e+00
9.151049053528307553e+00
1.044898691811436287e+01
1.054678831248125803e+01
1.335983157307798663e+01
8.104397355485541965e+00
9.124336833542026071e+00
8.703624773228073153e+00
8.795535909321749557e+00
9.767829198775844546e+00
8.425535411972527200e+00
8.877054665850502957e+00
9.727539377445221902e+00
9.042681915177624319e+00
8.282643802880047090e+00
9.968665396491351416e+00
9.199491622125474777e+00
8.969435753231666197e+00
9.237362905800232227e+00
9.669076587218834007e+00
9.749435923252455893e+00
1.116859884848266660e+01
1.130537235437066634e+01
7.654940933748679122e+00
1.046365935016846649e+01
9.104785960189182958e+00
1.075991445894556442e+01
8.591397923039497897e+00
1.126176496790481885e+01
8.849597068964675017e+00
1.046044973651419419e+01
9.527400321156100915e+00
9.730439554383695011e+00
8.123106084348563627e+00
8.369445141536719035e+00
